title	year	value	canton	file_year
0-19 years	2018	20.2	Aargau	2020
20-64 years	2018	62.1	Aargau	2020
65 years or over	2018	17.7	Aargau	2020
Urban population in %	2018	85.0	Aargau	2020
Foreign nationals in %	2018	25.1	Aargau	2020
Crude marriage rate	2018	5.0	Aargau	2020
Crude divorce rate	2018	1.9	Aargau	2020
Crude birth rate	2018	10.3	Aargau	2020
Crude mortality rate	2018	7.1	Aargau	2020
Private households	2018	292,608	Aargau	2020
Size of households in persons	2018	2.3	Aargau	2020
German	2016-2018	86.0	Aargau	2020
French	2016-2018	2.0	Aargau	2020
Italian	2016-2018	5.2	Aargau	2020
Romansh	2016-2018	0.2	Aargau	2020
English	2016-2018	4.3	Aargau	2020
Roman Catholic	2016-2018	32.2	Aargau	2020
Protestant Reformed	2016-2018	23.5	Aargau	2020
No affiliation	2016-2018	28.0	Aargau	2020
Total surface area in km²	2004/09	1,404.0	Aargau	2020
Settlement and urban area in %	2004/09	17.0	Aargau	2020
Agricultural area in %	2004/09	44.1	Aargau	2020
Wooded area in %	2004/09	36.4	Aargau	2020
Unproductive area in %	2004/09	2.6	Aargau	2020
Net activity rate (15-64 years)	2018	81.3	Aargau	2020
Unemployment rate (according to SECO)	2019	2.5	Aargau	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	62,337	Aargau	2020
Change in % of cantonal GDP	2016-2017	0.8	Aargau	2020
Employed total	2017	341,510	Aargau	2020
Primary sector	2017	10,581	Aargau	2020
Secondary sector	2017	94,013	Aargau	2020
Tertiary sector	2017	236,916	Aargau	2020
Business establishments total	2017	45,625	Aargau	2020
Primary sector	2017	3,454	Aargau	2020
Secondary sector	2017	7,273	Aargau	2020
Tertiary sector	2017	34,898	Aargau	2020
in %	2018	10.3	Aargau	2020
Utilised agricultural area per farm in ha	2018	18.7	Aargau	2020
Dwelling vacancy rate	2019	2.59	Aargau	2020
Homeownership rate	2018	47.7	Aargau	2020
Average per capita living space in m²	2018	50	Aargau	2020
New housing units per 1000 residents	2017	8.6	Aargau	2020
Arrivals in hotels and spas	2018	360,553	Aargau	2020
Overnight stays in hotels and spas	2018	725,507	Aargau	2020
Passenger cars per 1000 inhabitants	2018	589	Aargau	2020
Public transportation	2017	24.6	Aargau	2020
Private motorised transport	2017	62.9	Aargau	2020
Social assistance rate	2018	2.2	Aargau	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	171	Aargau	2020
Hospital beds per 1000 inhabitants	2018	4.5	Aargau	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	146.9	Aargau	2020
Average length of stay in intensive care (days)	2018	5.0	Aargau	2020
Without post-compulsory education	2018	17.7	Aargau	2020
Upper secondary education	2018	50.6	Aargau	2020
Tertiary level	2018	31.7	Aargau	2020
Graduation rate in higher education institutions	2018	24.6	Aargau	2020
FDP/PLR inclusive LP/PL-BS	2019	13.6	Aargau	2020
CVP	2019	9.9	Aargau	2020
SP	2019	16.5	Aargau	2020
SVP	2019	31.5	Aargau	2020
EVP/CSP	2019	3.6	Aargau	2020
GLP	2019	8.5	Aargau	2020
BDP	2019	3.1	Aargau	2020
PdA/Sol.	2019	–	Aargau	2020
GPS	2019	9.8	Aargau	2020
Small right-wing parties	2019	1.0	Aargau	2020
under the Swiss Criminal Code	2018	37.4	Aargau	2020
under the Narcotics Act (NarcA)	2018	5.1	Aargau	2020
under the Foreign Nationals Act (FNA)	2018	2.0	Aargau	2020
Residents	2018	55,234	Appenzell	2020
Change in %	2010-2018	4.2	Appenzell	2020
Population density per km²	2018	227.5	Appenzell	2020
0-19 years	2018	20.1	Appenzell	2020
20-64 years	2018	60.1	Appenzell	2020
65 years or over	2018	19.7	Appenzell	2020
Urban population in %	2018	76.6	Appenzell	2020
Foreign nationals in %	2018	16.3	Appenzell	2020
Crude marriage rate	2018	4.5	Appenzell	2020
Crude divorce rate	2018	2.0	Appenzell	2020
Crude birth rate	2018	10.7	Appenzell	2020
Crude mortality rate	2018	8.3	Appenzell	2020
Private households	2018	23,767	Appenzell	2020
Size of households in persons	2018	2.3	Appenzell	2020
German	2016-2018	90.9	Appenzell	2020
French	2016-2018	–	Appenzell	2020
Italian	2016-2018	2.2	Appenzell	2020
Romansh	2016-2018	–	Appenzell	2020
English	2016-2018	2.8	Appenzell	2020
Roman Catholic	2016-2018	28.5	Appenzell	2020
Protestant Reformed	2016-2018	38.0	Appenzell	2020
No affiliation	2016-2018	21.3	Appenzell	2020
Total surface area in km²	2004/09	242.9	Appenzell	2020
Settlement and urban area in %	2004/09	9.2	Appenzell	2020
Agricultural area in %	2004/09	54.8	Appenzell	2020
Wooded area in %	2004/09	34.5	Appenzell	2020
Unproductive area in %	2004/09	1.5	Appenzell	2020
Net activity rate (15-64 years)	2018	82.6	Appenzell	2020
Unemployment rate (according to SECO)	2019	1.6	Appenzell	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	56,038	Appenzell	2020
Change in % of cantonal GDP	2016-2017	0.2	Appenzell	2020
Employed total	2017	26,898	Appenzell	2020
Primary sector	2017	1,718	Appenzell	2020
Secondary sector	2017	7,687	Appenzell	2020
Tertiary sector	2017	17,493	Appenzell	2020
Business establishments total	2017	5,164	Appenzell	2020
Primary sector	2017	734	Appenzell	2020
Secondary sector	2017	849	Appenzell	2020
Tertiary sector	2017	3,581	Appenzell	2020
in %	2018	23.7	Appenzell	2020
Utilised agricultural area per farm in ha	2018	17.0	Appenzell	2020
Dwelling vacancy rate	2019	2.30	Appenzell	2020
Homeownership rate	2018	48.7	Appenzell	2020
Average per capita living space in m²	2018	51	Appenzell	2020
New housing units per 1000 residents	2017	3.9	Appenzell	2020
Arrivals in hotels and spas	2018	69,236	Appenzell	2020
Overnight stays in hotels and spas	2018	121,708	Appenzell	2020
Passenger cars per 1000 inhabitants	2018	580	Appenzell	2020
Public transportation	2017	20.4	Appenzell	2020
Private motorised transport	2017	62.6	Appenzell	2020
Social assistance rate	2018	2.3	Appenzell	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	176	Appenzell	2020
Hospital beds per 1000 inhabitants	2018	9.0	Appenzell	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	163.8	Appenzell	2020
Average length of stay in intensive care (days)	2018	4.2	Appenzell	2020
Without post-compulsory education	2018	19.1	Appenzell	2020
Upper secondary education	2018	50.0	Appenzell	2020
Tertiary level	2018	30.9	Appenzell	2020
Graduation rate in higher education institutions	2018	28.9	Appenzell	2020
FDP/PLR inclusive LP/PL-BS	2019	48.4	Appenzell	2020
CVP	2019	–	Appenzell	2020
SP	2019	–	Appenzell	2020
SVP	2019	49.5	Appenzell	2020
EVP/CSP	2019	–	Appenzell	2020
GLP	2019	–	Appenzell	2020
BDP	2019	–	Appenzell	2020
PdA/Sol.	2019	–	Appenzell	2020
GPS	2019	–	Appenzell	2020
Small right-wing parties	2019	–	Appenzell	2020
under the Swiss Criminal Code	2018	28.7	Appenzell	2020
under the Narcotics Act (NarcA)	2018	3.4	Appenzell	2020
under the Foreign Nationals Act (FNA)	2018	0.6	Appenzell	2020
Residents	2018	16,145	Appenzell	2020
Change in %	2010-2018	2.9	Appenzell	2020
Population density per km²	2018	93.6	Appenzell	2020
0-19 years	2018	21.2	Appenzell	2020
20-64 years	2018	59.6	Appenzell	2020
65 years or over	2018	19.1	Appenzell	2020
Urban population in %	2018	0.0	Appenzell	2020
Foreign nationals in %	2018	11.3	Appenzell	2020
Crude marriage rate	2018	3.6	Appenzell	2020
Crude divorce rate	2018	1.6	Appenzell	2020
Crude birth rate	2018	10.5	Appenzell	2020
Crude mortality rate	2018	8.5	Appenzell	2020
Private households	2018	6,463	Appenzell	2020
Size of households in persons	2018	2.5	Appenzell	2020
German	2016-2018	92.6	Appenzell	2020
French	2016-2018	–	Appenzell	2020
Italian	2016-2018	–	Appenzell	2020
Romansh	2016-2018	–	Appenzell	2020
English	2016-2018	–	Appenzell	2020
Roman Catholic	2016-2018	72.5	Appenzell	2020
Protestant Reformed	2016-2018	9.7	Appenzell	2020
No affiliation	2016-2018	9.8	Appenzell	2020
Total surface area in km²	2004/09	172.4	Appenzell	2020
Settlement and urban area in %	2004/09	4.7	Appenzell	2020
Agricultural area in %	2004/09	53.7	Appenzell	2020
Wooded area in %	2004/09	32.0	Appenzell	2020
Unproductive area in %	2004/09	9.6	Appenzell	2020
Net activity rate (15-64 years)	2018	83.3	Appenzell	2020
Unemployment rate (according to SECO)	2019	1.1	Appenzell	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	61,633	Appenzell	2020
Change in % of cantonal GDP	2016-2017	0.1	Appenzell	2020
Employed total	2017	8,912	Appenzell	2020
Primary sector	2017	1,042	Appenzell	2020
Secondary sector	2017	2,806	Appenzell	2020
Tertiary sector	2017	5,064	Appenzell	2020
Business establishments total	2017	1,898	Appenzell	2020
Primary sector	2017	479	Appenzell	2020
Secondary sector	2017	301	Appenzell	2020
Tertiary sector	2017	1,118	Appenzell	2020
in %	2018	6.1	Appenzell	2020
Utilised agricultural area per farm in ha	2018	15.5	Appenzell	2020
Dwelling vacancy rate	2019	2.02	Appenzell	2020
Homeownership rate	2018	55.9	Appenzell	2020
Average per capita living space in m²	2018	49	Appenzell	2020
New housing units per 1000 residents	2017	3.9	Appenzell	2020
Arrivals in hotels and spas	2018	96,060	Appenzell	2020
Overnight stays in hotels and spas	2018	159,514	Appenzell	2020
Passenger cars per 1000 inhabitants	2018	605	Appenzell	2020
Public transportation	2017	–	Appenzell	2020
Private motorised transport	2017	68.8	Appenzell	2020
Social assistance rate	2018	1.0	Appenzell	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	124	Appenzell	2020
Hospital beds per 1000 inhabitants	2018	2.0	Appenzell	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	150.4	Appenzell	2020
Average length of stay in intensive care (days)	2018	3.8	Appenzell	2020
Without post-compulsory education	2018	–	Appenzell	2020
Upper secondary education	2018	53.3	Appenzell	2020
Tertiary level	2018	26.0	Appenzell	2020
Graduation rate in higher education institutions	2018	27.6	Appenzell	2020
FDP/PLR inclusive LP/PL-BS	2019	–	Appenzell	2020
CVP	2019	61.3	Appenzell	2020
SP	2019	8.7	Appenzell	2020
SVP	2019	29.1	Appenzell	2020
EVP/CSP	2019	–	Appenzell	2020
GLP	2019	–	Appenzell	2020
BDP	2019	–	Appenzell	2020
PdA/Sol.	2019	–	Appenzell	2020
GPS	2019	–	Appenzell	2020
Small right-wing parties	2019	–	Appenzell	2020
under the Swiss Criminal Code	2018	21.0	Appenzell	2020
under the Narcotics Act (NarcA)	2018	0.9	Appenzell	2020
under the Foreign Nationals Act (FNA)	2018	–	Appenzell	2020
Residents	2018	288,132	Basel-Landschaft	2020
Change in %	2010-2018	5.0	Basel-Landschaft	2020
Population density per km²	2018	556.6	Basel-Landschaft	2020
0-19 years	2018	19.2	Basel-Landschaft	2020
20-64 years	2018	58.9	Basel-Landschaft	2020
65 years or over	2018	21.9	Basel-Landschaft	2020
Urban population in %	2018	97.6	Basel-Landschaft	2020
Foreign nationals in %	2018	22.8	Basel-Landschaft	2020
Crude marriage rate	2018	4.3	Basel-Landschaft	2020
Crude divorce rate	2018	2.1	Basel-Landschaft	2020
Crude birth rate	2018	9.1	Basel-Landschaft	2020
Crude mortality rate	2018	8.5	Basel-Landschaft	2020
Private households	2018	127,664	Basel-Landschaft	2020
Size of households in persons	2018	2.2	Basel-Landschaft	2020
German	2016-2018	86.3	Basel-Landschaft	2020
French	2016-2018	3.4	Basel-Landschaft	2020
Italian	2016-2018	5.3	Basel-Landschaft	2020
Romansh	2016-2018	–	Basel-Landschaft	2020
English	2016-2018	6.0	Basel-Landschaft	2020
Roman Catholic	2016-2018	25.5	Basel-Landschaft	2020
Protestant Reformed	2016-2018	30.2	Basel-Landschaft	2020
No affiliation	2016-2018	30.4	Basel-Landschaft	2020
Total surface area in km²	2004/09	517.7	Basel-Landschaft	2020
Settlement and urban area in %	2004/09	17.4	Basel-Landschaft	2020
Agricultural area in %	2004/09	40.5	Basel-Landschaft	2020
Wooded area in %	2004/09	41.3	Basel-Landschaft	2020
Unproductive area in %	2004/09	0.7	Basel-Landschaft	2020
Net activity rate (15-64 years)	2018	79.6	Basel-Landschaft	2020
Unemployment rate (according to SECO)	2019	1.9	Basel-Landschaft	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	71,065	Basel-Landschaft	2020
Change in % of cantonal GDP	2016-2017	2.8	Basel-Landschaft	2020
Employed total	2017	149,179	Basel-Landschaft	2020
Primary sector	2017	3,202	Basel-Landschaft	2020
Secondary sector	2017	39,181	Basel-Landschaft	2020
Tertiary sector	2017	106,796	Basel-Landschaft	2020
Business establishments total	2017	19,625	Basel-Landschaft	2020
Primary sector	2017	970	Basel-Landschaft	2020
Secondary sector	2017	3,149	Basel-Landschaft	2020
Tertiary sector	2017	15,506	Basel-Landschaft	2020
in %	2018	16.3	Basel-Landschaft	2020
Utilised agricultural area per farm in ha	2018	23.6	Basel-Landschaft	2020
Dwelling vacancy rate	2019	1.06	Basel-Landschaft	2020
Homeownership rate	2018	45.1	Basel-Landschaft	2020
Average per capita living space in m²	2018	48	Basel-Landschaft	2020
New housing units per 1000 residents	2017	5.2	Basel-Landschaft	2020
Arrivals in hotels and spas	2018	141,623	Basel-Landschaft	2020
Overnight stays in hotels and spas	2018	284,890	Basel-Landschaft	2020
Passenger cars per 1000 inhabitants	2018	517	Basel-Landschaft	2020
Public transportation	2017	37.1	Basel-Landschaft	2020
Private motorised transport	2017	47.2	Basel-Landschaft	2020
Social assistance rate	2018	3.0	Basel-Landschaft	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	245	Basel-Landschaft	2020
Hospital beds per 1000 inhabitants	2018	3.4	Basel-Landschaft	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	171.5	Basel-Landschaft	2020
Average length of stay in intensive care (days)	2018	5.1	Basel-Landschaft	2020
Without post-compulsory education	2018	15.6	Basel-Landschaft	2020
Upper secondary education	2018	50.9	Basel-Landschaft	2020
Tertiary level	2018	33.5	Basel-Landschaft	2020
Graduation rate in higher education institutions	2018	31.6	Basel-Landschaft	2020
FDP/PLR inclusive LP/PL-BS	2019	16.5	Basel-Landschaft	2020
CVP	2019	8.5	Basel-Landschaft	2020
SP	2019	21.8	Basel-Landschaft	2020
SVP	2019	25.1	Basel-Landschaft	2020
EVP/CSP	2019	3.5	Basel-Landschaft	2020
GLP	2019	5.3	Basel-Landschaft	2020
BDP	2019	1.2	Basel-Landschaft	2020
PdA/Sol.	2019	–	Basel-Landschaft	2020
GPS	2019	18.0	Basel-Landschaft	2020
Small right-wing parties	2019	–	Basel-Landschaft	2020
under the Swiss Criminal Code	2018	34.2	Basel-Landschaft	2020
under the Narcotics Act (NarcA)	2018	2.5	Basel-Landschaft	2020
under the Foreign Nationals Act (FNA)	2018	0.6	Basel-Landschaft	2020
Residents	2018	194,766	Basel-Stadt	2020
Change in %	2010-2018	5.3	Basel-Stadt	2020
Population density per km²	2018	5,271.1	Basel-Stadt	2020
0-19 years	2018	17.2	Basel-Stadt	2020
20-64 years	2018	62.9	Basel-Stadt	2020
65 years or over	2018	19.9	Basel-Stadt	2020
Urban population in %	2018	100.0	Basel-Stadt	2020
Foreign nationals in %	2018	36.4	Basel-Stadt	2020
Crude marriage rate	2018	5.3	Basel-Stadt	2020
Crude divorce rate	2018	1.9	Basel-Stadt	2020
Crude birth rate	2018	10.7	Basel-Stadt	2020
Crude mortality rate	2018	10.7	Basel-Stadt	2020
Private households	2018	96,431	Basel-Stadt	2020
Size of households in persons	2018	2.0	Basel-Stadt	2020
German	2016-2018	76.5	Basel-Stadt	2020
French	2016-2018	5.1	Basel-Stadt	2020
Italian	2016-2018	6.1	Basel-Stadt	2020
Romansh	2016-2018	–	Basel-Stadt	2020
English	2016-2018	10.3	Basel-Stadt	2020
Roman Catholic	2016-2018	16.8	Basel-Stadt	2020
Protestant Reformed	2016-2018	16.2	Basel-Stadt	2020
No affiliation	2016-2018	49.4	Basel-Stadt	2020
Total surface area in km²	2004/09	37.0	Basel-Stadt	2020
Settlement and urban area in %	2004/09	71.1	Basel-Stadt	2020
Agricultural area in %	2004/09	12.0	Basel-Stadt	2020
Wooded area in %	2004/09	12.4	Basel-Stadt	2020
Unproductive area in %	2004/09	4.5	Basel-Stadt	2020
Net activity rate (15-64 years)	2018	77.4	Basel-Stadt	2020
Unemployment rate (according to SECO)	2019	3.0	Basel-Stadt	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	185,826	Basel-Stadt	2020
Change in % of cantonal GDP	2016-2017	6.5	Basel-Stadt	2020
Employed total	2017	190,966	Basel-Stadt	2020
Primary sector	2017	58	Basel-Stadt	2020
Secondary sector	2017	36,445	Basel-Stadt	2020
Tertiary sector	2017	154,463	Basel-Stadt	2020
Business establishments total	2017	17,093	Basel-Stadt	2020
Primary sector	2017	18	Basel-Stadt	2020
Secondary sector	2017	1,495	Basel-Stadt	2020
Tertiary sector	2017	15,580	Basel-Stadt	2020
in %	2018	40.4	Basel-Stadt	2020
Utilised agricultural area per farm in ha	2018	32.7	Basel-Stadt	2020
Dwelling vacancy rate	2019	1.02	Basel-Stadt	2020
Homeownership rate	2018	14.9	Basel-Stadt	2020
Average per capita living space in m²	2018	41	Basel-Stadt	2020
New housing units per 1000 residents	2017	1.9	Basel-Stadt	2020
Arrivals in hotels and spas	2018	742,186	Basel-Stadt	2020
Overnight stays in hotels and spas	2018	1,386,499	Basel-Stadt	2020
Passenger cars per 1000 inhabitants	2018	341	Basel-Stadt	2020
Public transportation	2017	51.0	Basel-Stadt	2020
Private motorised transport	2017	17.4	Basel-Stadt	2020
Social assistance rate	2018	6.2	Basel-Stadt	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	440	Basel-Stadt	2020
Hospital beds per 1000 inhabitants	2018	11.1	Basel-Stadt	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	172.7	Basel-Stadt	2020
Average length of stay in intensive care (days)	2018	5.6	Basel-Stadt	2020
Without post-compulsory education	2018	18.7	Basel-Stadt	2020
Upper secondary education	2018	36.6	Basel-Stadt	2020
Tertiary level	2018	44.7	Basel-Stadt	2020
Graduation rate in higher education institutions	2018	26.1	Basel-Stadt	2020
FDP/PLR inclusive LP/PL-BS	2019	21.4	Basel-Stadt	2020
CVP	2019	4.6	Basel-Stadt	2020
SP	2019	32.7	Basel-Stadt	2020
SVP	2019	12.4	Basel-Stadt	2020
EVP/CSP	2019	2.0	Basel-Stadt	2020
GLP	2019	5.7	Basel-Stadt	2020
BDP	2019	0.4	Basel-Stadt	2020
PdA/Sol.	2019	–	Basel-Stadt	2020
GPS	2019	17.7	Basel-Stadt	2020
Small right-wing parties	2019	0.3	Basel-Stadt	2020
under the Swiss Criminal Code	2018	106.3	Basel-Stadt	2020
under the Narcotics Act (NarcA)	2018	18.8	Basel-Stadt	2020
under the Foreign Nationals Act (FNA)	2018	16.1	Basel-Stadt	2020
Residents	2018	1,034,977	Bern	2020
Change in %	2010-2018	5.6	Bern	2020
Population density per km²	2018	177.2	Bern	2020
0-19 years	2018	19.0	Bern	2020
20-64 years	2018	60.1	Bern	2020
65 years or over	2018	20.8	Bern	2020
Urban population in %	2018	74.7	Bern	2020
Foreign nationals in %	2018	16.3	Bern	2020
Crude marriage rate	2018	4.8	Bern	2020
Crude divorce rate	2018	1.9	Bern	2020
Crude birth rate	2018	9.8	Bern	2020
Crude mortality rate	2018	9.1	Bern	2020
Private households	2018	469,733	Bern	2020
Size of households in persons	2018	2.2	Bern	2020
German	2016-2018	83.1	Bern	2020
French	2016-2018	10.8	Bern	2020
Italian	2016-2018	3.0	Bern	2020
Romansh	2016-2018	0.1	Bern	2020
English	2016-2018	3.6	Bern	2020
Roman Catholic	2016-2018	15.5	Bern	2020
Protestant Reformed	2016-2018	50.3	Bern	2020
No affiliation	2016-2018	20.8	Bern	2020
Total surface area in km²	2004/09	5,959.4	Bern	2020
Settlement and urban area in %	2004/09	6.9	Bern	2020
Agricultural area in %	2004/09	42.6	Bern	2020
Wooded area in %	2004/09	31.3	Bern	2020
Unproductive area in %	2004/09	19.2	Bern	2020
Net activity rate (15-64 years)	2018	82.4	Bern	2020
Unemployment rate (according to SECO)	2019	1.8	Bern	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	76,085	Bern	2020
Change in % of cantonal GDP	2016-2017	0.2	Bern	2020
Employed total	2017	637,457	Bern	2020
Primary sector	2017	33,007	Bern	2020
Secondary sector	2017	130,188	Bern	2020
Tertiary sector	2017	474,262	Bern	2020
Business establishments total	2017	80,319	Bern	2020
Primary sector	2017	10,936	Bern	2020
Secondary sector	2017	11,649	Bern	2020
Tertiary sector	2017	57,734	Bern	2020
in %	2018	12.5	Bern	2020
Utilised agricultural area per farm in ha	2018	18.5	Bern	2020
Dwelling vacancy rate	2019	1.87	Bern	2020
Homeownership rate	2018	39.4	Bern	2020
Average per capita living space in m²	2018	46	Bern	2020
New housing units per 1000 residents	2017	4.2	Bern	2020
Arrivals in hotels and spas	2018	2,860,600	Bern	2020
Overnight stays in hotels and spas	2018	5,549,868	Bern	2020
Passenger cars per 1000 inhabitants	2018	519	Bern	2020
Public transportation	2017	32.5	Bern	2020
Private motorised transport	2017	49.7	Bern	2020
Social assistance rate	2018	4.0	Bern	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	225	Bern	2020
Hospital beds per 1000 inhabitants	2018	4.8	Bern	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	158.3	Bern	2020
Average length of stay in intensive care (days)	2018	4.9	Bern	2020
Without post-compulsory education	2018	16.7	Bern	2020
Upper secondary education	2018	51.0	Bern	2020
Tertiary level	2018	32.2	Bern	2020
Graduation rate in higher education institutions	2018	24.3	Bern	2020
FDP/PLR inclusive LP/PL-BS	2019	8.4	Bern	2020
CVP	2019	1.9	Bern	2020
SP	2019	16.8	Bern	2020
SVP	2019	30.0	Bern	2020
EVP/CSP	2019	4.2	Bern	2020
GLP	2019	9.7	Bern	2020
BDP	2019	8.0	Bern	2020
PdA/Sol.	2019	0.6	Bern	2020
GPS	2019	13.6	Bern	2020
Small right-wing parties	2019	2.8	Bern	2020
under the Swiss Criminal Code	2018	48.6	Bern	2020
under the Narcotics Act (NarcA)	2018	11.7	Bern	2020
under the Foreign Nationals Act (FNA)	2018	2.6	Bern	2020
Residents	2018	318,714	Fribourg	2020
Change in %	2010-2018	14.4	Fribourg	2020
Population density per km²	2018	200.4	Fribourg	2020
0-19 years	2018	22.3	Fribourg	2020
20-64 years	2018	61.9	Fribourg	2020
65 years or over	2018	15.7	Fribourg	2020
Urban population in %	2018	74.9	Fribourg	2020
Foreign nationals in %	2018	22.7	Fribourg	2020
Crude marriage rate	2018	4.4	Fribourg	2020
Crude divorce rate	2018	1.9	Fribourg	2020
Crude birth rate	2018	11.2	Fribourg	2020
Crude mortality rate	2018	6.5	Fribourg	2020
Private households	2018	130,758	Fribourg	2020
Size of households in persons	2018	2.4	Fribourg	2020
German	2016-2018	26.5	Fribourg	2020
French	2016-2018	68.7	Fribourg	2020
Italian	2016-2018	2.3	Fribourg	2020
Romansh	2016-2018	–	Fribourg	2020
English	2016-2018	3.1	Fribourg	2020
Roman Catholic	2016-2018	59.8	Fribourg	2020
Protestant Reformed	2016-2018	11.8	Fribourg	2020
No affiliation	2016-2018	18.3	Fribourg	2020
Total surface area in km²	2004/09	1,671.4	Fribourg	2020
Settlement and urban area in %	2004/09	8.4	Fribourg	2020
Agricultural area in %	2004/09	56.3	Fribourg	2020
Wooded area in %	2004/09	26.9	Fribourg	2020
Unproductive area in %	2004/09	8.4	Fribourg	2020
Net activity rate (15-64 years)	2018	79.8	Fribourg	2020
Unemployment rate (according to SECO)	2019	2.5	Fribourg	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	59,444	Fribourg	2020
Change in % of cantonal GDP	2016-2017	1.1	Fribourg	2020
Employed total	2017	153,309	Fribourg	2020
Primary sector	2017	8,769	Fribourg	2020
Secondary sector	2017	37,791	Fribourg	2020
Tertiary sector	2017	106,749	Fribourg	2020
Business establishments total	2017	21,798	Fribourg	2020
Primary sector	2017	2,938	Fribourg	2020
Secondary sector	2017	3,446	Fribourg	2020
Tertiary sector	2017	15,414	Fribourg	2020
in %	2018	7.3	Fribourg	2020
Utilised agricultural area per farm in ha	2018	27.2	Fribourg	2020
Dwelling vacancy rate	2019	1.83	Fribourg	2020
Homeownership rate	2018	44.0	Fribourg	2020
Average per capita living space in m²	2018	45	Fribourg	2020
New housing units per 1000 residents	2017	7.0	Fribourg	2020
Arrivals in hotels and spas	2018	280,494	Fribourg	2020
Overnight stays in hotels and spas	2018	444,342	Fribourg	2020
Passenger cars per 1000 inhabitants	2018	592	Fribourg	2020
Public transportation	2017	19.0	Fribourg	2020
Private motorised transport	2017	70.9	Fribourg	2020
Social assistance rate	2018	2.3	Fribourg	2020
Physicians in the outpatient sector per 100,000 inhabitants	2018	145	Fribourg	2020
Hospital beds per 1000 inhabitants	2018	2.7	Fribourg	2020
Hospitalisation rate in intensive care (per 1000 inhabitants)	2018	129.9	Fribourg	2020
Average length of stay in intensive care (days)	2018	5.2	Fribourg	2020
Without post-compulsory education	2018	25.4	Fribourg	2020
Upper secondary education	2018	43.0	Fribourg	2020
Tertiary level	2018	31.6	Fribourg	2020
Graduation rate in higher education institutions	2018	29.8	Fribourg	2020
FDP/PLR inclusive LP/PL-BS	2019	15.4	Fribourg	2020
CVP	2019	17.8	Fribourg	2020
SP	2019	21.2	Fribourg	2020
SVP	2019	20.2	Fribourg	2020
EVP/CSP	2019	4.0	Fribourg	2020
GLP	2019	5.4	Fribourg	2020
BDP	2019	0.7	Fribourg	2020
PdA/Sol.	2019	–	Fribourg	2020
GPS	2019	12.5	Fribourg	2020
Small right-wing parties	2019	0.7	Fribourg	2020
under the Swiss Criminal Code	2018	40.8	Fribourg	2020
under the Narcotics Act (NarcA)	2018	12.3	Fribourg	2020
under the Foreign Nationals Act (FNA)	2018	6.0	Fribourg	2020
Residents	2018	499,480	Geneva	2020
Change in %	2010-2018	9.1	Geneva	2020
Population density per km²	2018	2,032.1	Geneva	2020
0-19 years	2018	21.1	Geneva	2020
20-64 years	2018	62.5	Geneva	2020
65 years or over	2018	16.4	Geneva	2020
Urban population in %	2018	100.0	Geneva	2020
Foreign nationals in %	2018	40.0	Geneva	2020
Crude marriage rate	2018	4.8	Geneva	2020
Crude divorce rate	2018	2.4	Geneva	2020
Crude birth rate	2018	10.8	Geneva	2020
Crude mortality rate	2018	6.8	Geneva	2020
Private households	2018	200,190	Geneva	2020
Size of households in persons	2018	2.4	Geneva	2020
German	2016-2018	4.3	Geneva	2020
French	2016-2018	79.8	Geneva	2020
Italian	2016-2018	6.0	Geneva	2020
Romansh	2016-2018	–	Geneva	2020
English	2016-2018	10.4	Geneva	2020
Roman Catholic	2016-2018	32.5	Geneva	2020
Protestant Reformed	2016-2018	9.0	Geneva	2020
No affiliation	2016-2018	41.5	Geneva	2020
Total surface area in km²	2004/09	282.3	Geneva	2020
Settlement and urban area in %	2004/09	33.4	Geneva	2020
Agricultural area in %	2004/09	39.5	Geneva	2020
Wooded area in %	2004/09	12.4	Geneva	2020
Unproductive area in %	2004/09	14.7	Geneva	2020
Net activity rate (15-64 years)	2018	74.7	Geneva	2020
Unemployment rate (according to SECO)	2019	3.9	Geneva	2020
Gross domestic product (GDP) per capita in Swiss francs	2017	100,464	Geneva	2020
Change in % of cantonal GDP	2016-2017	2.1	Geneva	2020
Employed total	2017	351,698	Geneva	2020
Primary sector	2017	1,826	Geneva	2020
Secondary sector	2017	46,564	Geneva	2020
Tertiary sector	2017	303,308	Geneva	2020
